序号,运营商,充电站点标准名称,服务类型,区县具体地址,快充接口数,慢充接口数,地域范围,所在地类型
2022,特斯拉上海,北京嘉度度假酒店,社会公用,北京市怀柔区渤海镇渤海所村八渡河岭73号,0,2,六环外,酒店宾馆
2023,特斯拉上海,云水遥山居,社会公用,北京市昌平区十三陵镇碓臼村70号,0,2,六环外,酒店宾馆
2024,利嘉新能源,平谷区黄松峪农商银行充电站,社会公用,北京市平谷区黄松峪东街275北京农商银行(黄松峪分理处)附近7米,0,6,六环外,金融机构
2025,利嘉新能源,北京市平谷区中医院充电站,社会公用,"北京市平谷区S305(新平北路)北京市平谷区医院内,平谷区医院住院部-1号楼内0米",2,10,六环外,公共停车场
2026,天开快充,北京市大兴区天堂河北区充电站,社会公用,天堂河北区停车场,0,9,六环外,公共停车场
2027,天开快充,北京市大兴区天堂河东区充电站,社会公用,天堂河东区停车场,0,9,六环外,公共停车场
2028,碧辟北京,BP快速充电站（北京海淀田村路23号院）,社会公用,田村路23号院,12,0,四环至五环,公共停车场
2029,碧辟北京,BP快速充电站（北京昌平枫树家园）,社会公用,北七家镇立汤路温哥华森林塔街6号,22,0,五环至六环,公共停车场
2030,天开快充,北京市万子营东村南侧充电站,社会公用,万子营东村南侧停车场,0,22,五环至六环,公共停车场
2031,天开快充,北京市大兴区天堂河南区充电站,社会公用,天堂河南区停车场,0,9,六环外,公共停车场
2032,北京碧辟新能源,朝阳区中交隧道充电站,社会公用,北京市朝阳区东湖街道利泽东街2号院,20,0,四环至五环,商业区
2033,北京碧辟新能源,亦庄青春梦影视产业园充电站,社会公用,北京经济技术开发区地盛南街1号1幢2幢,10,0,五环至六环,产业园区
2034,北京碧辟新能源,海淀区蓝景丽家大钟寺充电站,社会公用,中关村街道北三环西路219号,18,0,五环至六环,商业区
2035,北京碧辟新能源,海淀区中关村公园南门充电站,社会公用,西北旺镇唐家岭路中关村公园南门,36,0,五环至六环,体育场馆
2036,民益科技,北京市顺义区道仙庄充电站二站,社会公用,北京市顺义区南彩镇道仙庄村（吕少江家北侧）,0,2,五环至六环,公共停车场
2037,民益科技,北京市顺义区道仙庄充电站三站,社会公用,北京市顺义区南彩镇道仙庄村（王春英房后）,0,4,五环至六环,公共停车场
2038,民益科技,北京市顺义区道仙庄充电站一站,社会公用,北京市顺义区南彩镇道仙庄村村西北口（苏福章门口）,0,3,五环至六环,公共停车场
2039,北京碧辟新能源,通州区潞城地铁充电站,社会公用,潞城地铁西侧停车场,20,0,五环至六环,公共停车场
2040,北京碧辟新能源,丰台区丰台丽泽平安幸福中心充电站,社会公用,北京市丰台区丽泽路24号院5幢-5至1层-101B3,12,0,二环至三环,商业区
2041,北京碧辟新能源,丰台区丰台丽泽平安金融中心B座充电站,社会公用,北京市丰台区金泽西路4号院1号楼B2,12,36,二环至三环,商业区
2042,北京碧辟新能源,丰台区丰台丽泽平安金融中心A座充电站,社会公用,北京市丰台区金泽西路2号院1号楼B2,12,36,二环至三环,商业区
2043,北京碧辟新能源,大兴区旧宫镇政府充电站,社会公用,北京市大兴区旧宫红星派出所南,20,0,五环至六环,其他
2044,北京碧辟新能源,大兴区旧宫地铁站充电站,社会公用,北京市大兴区旧宫地铁站,20,0,五环至六环,其他
2045,北京碧辟新能源,丰台区康辛路充电站,社会公用,北京市丰台区康辛路,20,0,五环至六环,其他
2046,北京碧辟新能源,海淀区西山商业大厦充电站,社会公用,北京市海淀区杏石口路69号停车场西侧小车场,34,0,三环至四环,商业区
2047,北京碧辟新能源,朝阳区五方天雅汽服园充电站,社会公用,北京市朝阳区东五环五方天雅汽服园C8,8,0,五环至六环,工业园区/厂区
2048,蓝谷极狐,极狐-万兴家居广场超充站,社会公用,南三环路78号,4,0,三环至四环,大型商业购物中心
2049,易充得,科创停车场充电站项目三期,社会公用,仁和镇杜杨南街与顺兴路交叉路口向东150米路北云快充科创停车场充电站,20,0,六环外,物流园
2050,易充得,空港物流园充电站,社会公用,高丽营镇火寺路与順于路交叉路口向东50米路南,28,0,五环至六环,物流园
2051,鲲鹏祥瑞,鲲鹏祥瑞南口大厂交流充电站,社会公用,北京市昌平区南口镇南响路,0,6,六环外,公共停车场
2052,优智桩,爱家商业大厦充电站,社会公用,朝阳区将台乡于桥村爱家国际商业中心进门直行200米右拐直行左侧,44,0,三环至四环,产业园区
2053,云杉智慧,瑞安大厦充电站,社会公用,朝阳区十八里店乡东三环南路102-12号强强北京国际商务酒店入口直行50米,22,0,三环至四环,商业区
2054,首兴安成电力,（公共站）大兴区榆垡健身广场公共充电站,社会公用,北京市大兴区榆垡镇榆盛路与祥瑞街交叉口南侧,16,21,六环外,公共停车场
2055,宇充新能源,北京朝阳中国第一商城充电站,社会公用,北京市朝阳区小庄6号院中国第一商城B1停车场,6,0,二环至三环,商业区
2056,海实电力,上地信息产业基地实创商服中心充电站,社会公用,上地信息产业基地实创商服中心,3,0,五环至六环,商务办公区
2057,优智新能源,优智·安德信充电站,社会公用,顺义区仁和镇南白路21号,30,0,六环外,工业园区/厂区
2058,星星充电,中关村前沿研究院充电站,社会公用,中关村新兴产业前沿技术研究院(二期,8,6,五环至六环,科技园区
2059,云和桥,云和桥北京凡家村加油站充电站,社会公用,丰台区樊家村丰台南路中段南侧凡家村加油站西侧,6,0,三环至四环,村镇
2060,鲸悦能源,北京房山区琉璃河充电站,社会公用,琉璃河水泥厂医院,4,0,六环外,医疗机构
2061,天开快充,北京市朝阳区周庄嘉园B区充电站,社会公用,周庄嘉园B区,2,5,三环至四环,公共停车场
2062,天开快充,北京市朝阳区周庄嘉园C区充电站,社会公用,周庄嘉园C区,2,10,三环至四环,公共停车场
2063,天开快充,北京市朝阳区周庄嘉园南里充电站,社会公用,周庄嘉园南里,2,5,三环至四环,公共停车场
2064,龙禹新能源,优智·东旭国际充电站,社会公用,丰台区南四环花乡桥西南角,16,0,四环至五环,商务办公区
2065,乾华利和,海淀区北坞创新园超级充电站,社会公用,北京市海淀区四季青镇北坞创新园南区3号园区西侧,10,0,四环至五环,科技园区
2066,乾华利和,北京工业锅炉集团超级充电站,社会公用,北京市海淀区北京工业锅炉集团东一门,4,0,四环至五环,公共停车场
2067,乾华利和,北京金四季购物中心充电站,社会公用,北京市海淀区四季青镇金四季购物中心停车场东侧,18,0,四环至五环,大型商业购物中心
2068,京鑫清洁,北京丰台赵辛店超充站,社会公用,长辛店镇赵辛店村周口店路与长辛店大街交叉口东北200米,12,0,四环至五环,公共停车场
2069,充之源,北京市大兴区奥宇充电站,社会公用,大兴区金星路12号院2号楼1层东侧,10,0,五环至六环,产业园区
2070,特来电,北京沙河北大桥超级充电站,社会公用,沙河镇京铁家园未来科学城,14,0,五环至六环,物流园
2071,特来电,北京市朝阳区万象汇购物中心充电站,社会公用,平房乡北京姚家园万象汇,11,8,四环至五环,大型商业购物中心
2072,特来电,北京市九渡河卫生院充电站,社会公用,九渡河镇黄花城村217号,2,4,六环外,医疗机构
2073,星星充电,花涧溪充电站,社会公用,云景南大街花间溪启明星苑商业停车场,8,2,五环至六环,公共停车场
2074,智电时代,智电时代天博中心充电站,社会公用,南法信镇天博中心西南侧,10,0,五环至六环,商务办公区
2075,高平安,北京丰台安富停车场充电站充电站,社会公用,北京市丰台区左安门外南方庄1号院,38,0,三环至四环,其他
2076,桩大夫,京林大厦充电站,社会公用,南平东里乙1号,20,0,五环至六环,机场
2077,桩大夫,世纪全营充电站,社会公用,北京市顺义区赵全营镇西陈各庄村南街7号,24,0,六环外,工业园区/厂区
2078,用电无忧,北京昌平区宏福充电站,社会公用,北京市昌平区北七家镇郑各庄平西府中心小学对面停车场,12,10,五环至六环,村镇
2079,宽湾能源,龙冠和谐大厦充电站,社会公用,北京市昌平区回龙观东大街296/298号,20,0,五环至六环,公共停车场
2080,开迈斯,北京市东城区神华国华投资大厦地上直流站,社会公用,北京市东城区东直门南大街3号投资大厦地面停车场,8,0,二环内,商务办公区
2081,泛充科技,超级饭电兴隆公园南门站,社会公用,建国路兴隆公园南门,12,0,四环至五环,旅游景点
2082,智电时代,智电时代南站幸福路充电站,社会公用,永定门外街道彭庄甲58号全季酒店北京南站北广场店停车场,6,0,二环至三环,经营性场所
2083,开迈斯,北京市昌平区首开LONG街商业街区地下交直流站,社会公用,北京市昌平区首开LONG街商业街区地下负一层停车场（家家悦超市方向下停车场）,6,3,五环至六环,商业区
2084,开迈斯,北京市中国航油科技信息基地交直流站,社会公用,北京市顺义区吉祥中路25号（安宁大街右转进入地下负一层停车场）,6,12,五环至六环,其他
2085,龙禹新能源,中石化龙禹九二时间充电站,社会公用,南磨房乡广泰西路1号院九二时间园区,23,0,四环至五环,产业园区
2086,龙禹新能源,中石化龙禹E9创新工厂充电站,社会公用,黑庄户乡康中街32号E9创新工场,20,0,五环至六环,产业园区
2087,龙禹新能源,中石化龙禹新发地充电站,社会公用,泉营街道右安路北京隆晟华盾文化有限公司地面停车场,14,0,四环至五环,经营性场所
2088,潞电电力建设,潞能超充（京杭大运河2号站）,社会公用,北京北京市通州区通州区纪检委北50米（运河园路东）,12,0,五环至六环,公共停车场
2089,潞电电力建设,潞能超充（焦王庄站）,社会公用,北京北京市通州区陈列馆路475,8,0,五环至六环,其他
2090,潞电电力建设,潞能超充（徐双路站）,社会公用,北京北京市通州区徐双路,4,0,五环至六环,村镇
2091,潞电电力建设,潞能超充（垡头路站）,社会公用,北京北京市通州区菲亿频电气集团有限公司东100米,4,0,五环至六环,村镇
2092,高平安,北京海淀唐家岭红英小学南充电站,社会公用,海淀区唐家岭红英小学南侧空场内,36,0,五环至六环,公共停车场
2093,天开快充,北京市金泰先锋北区充电站,社会公用,金泰先锋北区停车场,0,6,四环至五环,公共停车场
2094,云和桥,云和桥窦店金鑫苑小区停车场充电站,社会公用,大窦路西金鑫苑小区大门北侧停车场,24,0,六环外,公共停车场
2095,云和桥,云和桥草寺村悦邻商厦充电站,社会公用,宋庄镇草寺村悦邻商厦,12,0,五环至六环,公共停车场
2096,全来电,潞通加油站,社会公用,北京市通州区潞苑南大街三号院办公区南侧临时停车场,2,20,五环至六环,经营性场所
2097,全来电,军干四所,社会公用,北京市丰台区干休所,0,7,四环至五环,政府机构
2098,全来电,人艺剧场,社会公用,北京市东城区王府井大街22号,0,30,二环至三环,经营性场所
2099,全来电,丰台程庄路16号军干四所,社会公用,北京市丰台区五里店街道程庄路程庄北里,0,3,四环至五环,政府机构
2100,全来电,HD永定路派出所,社会公用,万寿路街道永定路派出所,0,1,四环至五环,政府机构
2101,全来电,朝阳朝外派出所,社会公用,北京市朝阳区朝外大街三丰里甲11号,0,3,二环至三环,政府机构
2102,全来电,住总地产大厦,社会公用,北京市朝阳区惠新东街甲2号,0,5,三环至四环,商务办公区
2103,全来电,玖明物流,社会公用,北京市通州区马驹桥镇漷马路马驹桥湿地公园2期,1,0,六环外,工业园区/厂区
2104,全来电,朝阳团结湖派出所,社会公用,北京市朝阳区团结湖路19号,0,1,三环至四环,政府机构
2105,全来电,朝阳分局特巡大队,社会公用,北京市朝阳区广渠路66号院,0,2,三环至四环,政府机构
2106,全来电,朝阳金盏派出所,社会公用,北京市朝阳区金盏乡金盏大街金盏派出所附近,0,3,五环至六环,政府机构
2107,全来电,昌平区城管执法局,社会公用,北京市昌平区城管执法局,0,3,五环至六环,政府机构
2108,全来电,玉泉营派出所（汽车桩）,社会公用,北京市丰台区玉泉营派出所,0,3,三环至四环,政府机构
2109,全来电,国防大学汽车桩,社会公用,国防大学东门南侧停车场（国防大学公交站路西-停车场）,1,9,五环至六环,教育院校
2110,全来电,房山韩建大厦汽车桩,社会公用,北京市房山区阳光北大街与多宝路交口,3,0,五环至六环,商务办公区
2111,全来电,宇培北京通州物流园充电站,社会公用,北京市通州区永乐店镇永乐大街7号,4,0,五环至六环,货运枢纽
2112,全来电,石榴园派出所,社会公用,北京市丰台区石榴庄街道石榴庄大街石榴园派出所,1,2,三环至四环,政府机构
2113,全来电,顺义嘟嘟农场,社会公用,杨镇国际鲜花港南门东200米,0,3,五环至六环,经营性场所
2114,全来电,于家务乡政府停车场,社会公用,京市通州区于家务回族乡于家务西里3号院,0,12,五环至六环,政府机构
2115,全来电,通州区西集镇文体活动中心,社会公用,西集镇文体活动中心,0,3,五环至六环,政府机构
2116,全来电,中都大厦,社会公用,西三环南路55号院,1,2,三环至四环,商务办公区
2117,全来电,国电投大厦大门内北侧,社会公用,北三环中路29号1号楼，马甸桥北,1,3,三环至四环,企事业单位
2118,全来电,丰台-程庄路16号院五所食堂停车场,社会公用,北京市丰台区程庄路16号院,0,6,四环至五环,政府机构
2119,全来电,于家务环境卫生所,社会公用,于家务环卫所,0,12,五环至六环,政府机构
2120,全来电,丰台区新发地派出所（新增汽车桩）,社会公用,北京市丰台区新发地派出所,0,3,四环至五环,政府机构
2121,全来电,CY-望京街道办事处,社会公用,朝阳区望京东园615号,0,3,四环至五环,政府机构
2122,全来电,海淀镇功德寺社区居委会楼后停车区,社会公用,海淀镇功德寺社区居委会楼后停车区,0,1,四环至五环,旅游景点
2123,全来电,北京京盾恒安消防科技有限公司停车场,社会公用,北京市通州区经济技术开发区环景路19号院,0,4,五环至六环,经营性场所
2124,全来电,世界地质公园,社会公用,北京市房山区云居寺路与线道906交叉口(北京基金小镇国际会议中心西),0,6,五环至六环,旅游景点
