机构名称,地址,邮政编码,区县代码,区县名称,经济类型名称,机构管理名称,source_row,geocode_query,lon_wgs84,lat_wgs84,geocode_status
北京市海淀区苏家坨镇周家巷社区卫生服务站,北京市海淀区温泉路116号,100095,110108,海淀区,国有全资,非营利性医疗机构,124,北京市海淀区温泉路116号,116.127351,40.052614,ok
北京市海淀区田村街道建西苑社区卫生服务站,北京市海淀区田村街道八角东路12号锅炉房东侧,100143,110108,海淀区,国有全资,非营利性医疗机构,125,北京市海淀区田村街道八角东路12号锅炉房东侧,116.265537,39.932249,ok
北京市海淀区田村街道西木社区卫生服务站,北京市海淀区西四环北路137号院甲3号,100143,110108,海淀区,国有全资,非营利性医疗机构,126,北京市海淀区西四环北路137号院甲3号,116.264695,39.930618,ok
北京市海淀区田村街道橡胶院社区卫生服务站,北京市海淀区阜石路甲19号院内工会礼堂一层,100143,110108,海淀区,国有全资,非营利性医疗机构,127,北京市海淀区阜石路甲19号院内工会礼堂一层,116.253591,39.925202,ok
北京市海淀区田村街道永金里社区卫生服务站,北京市海淀区五棵松81号院四号楼西设备层西侧房屋,100143,110108,海淀区,国有全资,非营利性医疗机构,128,北京市海淀区五棵松81号院四号楼西设备层西侧房屋,116.265852,39.920534,ok
北京市海淀区田村街道玉海园社区卫生服务站,北京市海淀区玉海园二里9号商用楼二层,100049,110108,海淀区,国有全资,非营利性医疗机构,129,北京市海淀区玉海园二里9号商用楼二层,116.248256,39.91869,ok
北京市海淀区田村路街道瑞和园社区卫生服务站,北京市海淀区田村山南路金隅瑞和园小区15#配套公建一层,100143,110108,海淀区,国有全资,非营利性医疗机构,130,北京市海淀区田村山南路金隅瑞和园小区15#配套公建一层,116.228131,39.919556,ok
北京市海淀区田村路社区卫生服务中心,北京市海淀区田村北路海澜中苑2号公建楼,100039,110108,海淀区,国有全资,非营利性医疗机构,131,北京市海淀区田村北路海澜中苑2号公建楼,116.234817,39.931944,ok
北京市海淀区万柳社区卫生服务站,北京市海淀区万柳星标家园1-6号楼之5号楼底商1门,100089,110108,海淀区,其他,非营利性医疗机构,132,北京市海淀区万柳星标家园1-6号楼之5号楼底商1门,116.293569,39.964352,ok
北京市海淀区万寿路甲15号院社区卫生服务站,北京市海淀区万寿路甲15号院西区,100036,110108,海淀区,国有全资,非营利性医疗机构,133,北京市海淀区万寿路甲15号院西区,116.286883,39.916809,ok
北京市海淀区万寿路街道翠微南里社区卫生服务站,北京市海淀区翠微南里南平房1号,100036,110108,海淀区,集体全资,非营利性医疗机构,134,北京市海淀区翠微南里南平房1号,116.292331,39.91118,ok
北京市海淀区万寿路街道翠微西里社区卫生服务站,万寿路翠微西里,100036,110108,海淀区,国有全资,非营利性医疗机构,135,北京市万寿路翠微西里,116.290352,39.915671,ok
北京市海淀区万寿路街道复兴路社区卫生服务站,北京市海淀区复兴路24号,100036,110108,海淀区,集体全资,非营利性医疗机构,136,北京市海淀区复兴路24号,116.277587,39.90221,ok
北京市海淀区万寿路街道沙窝社区卫生服务站,西翠路5号今日家园5楼B02、03,100039,110108,海淀区,国有全资,非营利性医疗机构,137,北京市西翠路5号今日家园5楼B02、03,116.276374,39.900236,ok
北京市海淀区万寿路街道铁路宿舍社区卫生服务站,北京市海淀区万寿路1号院,100036,110108,海淀区,国有全资,非营利性医疗机构,138,北京市海淀区万寿路1号院,116.279294,39.917399,ok
北京市海淀区万寿路街道万寿园社区卫生服务站,万寿路西街甲板1号院5号楼一层,100036,110108,海淀区,国有全资,非营利性医疗机构,139,北京市万寿路西街甲板1号院5号楼一层,116.408324,40.044396,ok
北京市海淀区万寿路街道新兴年代社区卫生服务站,北京市海淀区新兴年代小区1号楼首层配套用房,100036,110108,海淀区,国有全资,非营利性医疗机构,140,北京市海淀区新兴年代小区1号楼首层配套用房,116.317758,39.898157,ok
北京市海淀区万寿路街道紫金长安社区卫生服务站,北京市海淀区西翠路17号院紫金长安家园17号楼1单元102号,100142,110108,海淀区,国有全资,非营利性医疗机构,141,北京市海淀区西翠路17号院紫金长安家园17号楼1单元102号,116.275611,39.915451,ok
北京市海淀区万寿路街道总参军训和兵种部第六干休所社区卫生服务站,北京市海淀区万寿路街道复兴路26号院12楼,100851,110108,海淀区,国有全资,非营利性医疗机构,142,北京市海淀区万寿路街道复兴路26号院12楼,116.273898,39.901911,ok
北京市海淀区万寿路社区卫生服务中心（北京市海淀区万寿路医院）,北京市海淀区翠微中里十三号,100036,110108,海淀区,国有全资,非营利性医疗机构,143,北京市海淀区翠微中里十三号,116.291189,39.914055,ok
北京市海淀区温泉村社区卫生服务站,北京市海淀区温泉镇温泉村委会东北街,100095,110108,海淀区,国有全资,非营利性医疗机构,144,北京市海淀区温泉镇温泉村委会东北街,116.150567,40.05121,ok
北京市海淀区温泉镇航材院社区卫生服务中心（航空总医院航材院门诊部）,北京市81信箱59分箱,100095,110108,海淀区,国有全资,非营利性医疗机构,145,北京市81信箱59分箱,116.448524,39.934959,ok
北京市海淀区温泉镇环保园社区卫生服务站,北京市海淀区温泉镇阅西山小区3号楼,100095,110108,海淀区,国有全资,非营利性医疗机构,146,北京市海淀区温泉镇阅西山小区3号楼,116.317672,39.897801,ok
北京市海淀区温泉镇尚峰园社区卫生服务站,北京市海淀区温泉镇白家疃尚峰园8号楼5单元103号,100095,110108,海淀区,国有全资,非营利性医疗机构,147,北京市海淀区温泉镇白家疃尚峰园8号楼5单元103号,116.176826,40.046088,ok
北京市海淀区温泉镇社区卫生服务中心（北京市海淀区温泉中心卫生院）,海淀区温泉镇黑龙潭,100095,110108,海淀区,国有全资,非营利性医疗机构,148,北京市海淀区温泉镇黑龙潭,116.19193,40.040346,ok
北京市海淀区温泉镇水岸温泉社区卫生服务站,北京市海淀区温泉镇水岸温泉小区北区13号楼,100095,110108,海淀区,国有全资,非营利性医疗机构,149,北京市海淀区温泉镇水岸温泉小区北区13号楼,116.297706,40.02291,ok
北京市海淀区温泉镇杨家庄社区卫生服务站,北京市海淀区温泉镇温泉人家小区物业一层,100095,110108,海淀区,国有全资,非营利性医疗机构,150,北京市海淀区温泉镇温泉人家小区物业一层,116.185113,40.042231,ok
北京市海淀区温泉镇颐阳山水居社区卫生服务站,北京市海淀区温泉镇颐阳一区社区门外居委会办公楼一层,,110108,海淀区,集体全资,非营利性医疗机构,151,北京市海淀区温泉镇颐阳一区社区门外居委会办公楼一层,116.205313,40.038288,ok
北京市海淀区温泉镇颐阳山水区社区卫生服务站,北京市海淀区温泉镇杨家庄村南颐阳山水居二区,100095,110108,海淀区,集体全资,非营利性医疗机构,152,北京市海淀区温泉镇杨家庄村南颐阳山水居二区,116.186005,40.028936,ok
北京市海淀区西北旺镇大牛坊社区卫生服务站,北京市海淀区大牛坊回迁房Ａ03地块二期2号楼Ｂ段一层中,100094,110108,海淀区,国有全资,非营利性医疗机构,153,北京市海淀区大牛坊回迁房Ａ03地块二期2号楼Ｂ段一层中,116.229899,40.085774,ok
北京市海淀区西北旺镇亮甲店村社区卫生服务站,北京市海淀区西北旺镇亮甲店村小区8号（平房）,100094,110108,海淀区,集体全资,非营利性医疗机构,154,北京市海淀区西北旺镇亮甲店村小区8号（平房）,116.235283,40.051498,ok
北京市海淀区西北旺镇六里屯社区卫生服务站,北京市海淀区六里屯回迁房四区底商,100094,110108,海淀区,国有全资,非营利性医疗机构,155,北京市海淀区六里屯回迁房四区底商,116.251399,40.066315,ok
北京市海淀区西北旺镇社区卫生服务中心（北京市海淀区永丰卫生院）,海淀区永丰嘉园五区7号楼底商 6号楼底商,100094,110108,海淀区,国有全资,非营利性医疗机构,156,北京市海淀区永丰嘉园五区7号楼底商 6号楼底商,116.247885,40.082733,ok
北京市海淀区西北旺镇唐家岭社区卫生服务站,北京市海淀区西北旺镇唐家岭新城公建配套楼一层,100094,110108,海淀区,其他,非营利性医疗机构,157,北京市海淀区西北旺镇唐家岭新城公建配套楼一层,116.270383,40.065242,ok
北京市海淀区西北旺镇西六社区卫生服务站,北京市海淀区西北旺镇宏丰西路1号院,100094,110108,海淀区,集体全资,非营利性医疗机构,158,北京市海淀区西北旺镇宏丰西路1号院,116.222968,40.050636,ok
北京市海淀区西北旺镇西山林语社区卫生服务站,北京市海淀区西北旺镇冷泉村冷泉住宅区西峰霞谷B区03-34号楼,100095,110108,海淀区,国有全资,非营利性医疗机构,159,北京市海淀区西北旺镇冷泉村冷泉住宅区西峰霞谷B区03-34号楼,116.208669,40.035442,ok
北京市海淀区西北旺镇友谊嘉园社区卫生服务站,北京市海淀区友谊嘉园中里2-S1公建房一层南,100094,110108,海淀区,国有全资,非营利性医疗机构,160,北京市海淀区友谊嘉园中里2-S1公建房一层南,116.252679,40.085223,ok
北京市海淀区西三旗街道富力桃园社区卫生服务站,北京市海淀区西三旗建材城项目C地块北部配套综合楼,100096,110108,海淀区,其他,非营利性医疗机构,161,北京市海淀区西三旗建材城项目C地块北部配套综合楼,116.347182,40.06126,ok
北京市海淀区西三旗街道建材城东里社区卫生服务站,北京市海淀区西三旗街道建材城东一里15楼,100093,110108,海淀区,国有全资,非营利性医疗机构,162,北京市海淀区西三旗街道建材城东一里15楼,116.366232,40.06138,ok
北京市海淀区西三旗街道军械修理厂社区卫生服务站,北京市海淀区西三旗建材城西路85号院22号楼,100096,110108,海淀区,国有全资,非营利性医疗机构,163,北京市海淀区西三旗建材城西路85号院22号楼,116.326327,40.057265,ok
北京市海淀区西三旗街道科实五金有限责任公司社区卫生服务站,海淀区西三旗东建材城西路12号,100096,110108,海淀区,其他,非营利性医疗机构,164,北京市海淀区西三旗东建材城西路12号,116.359218,40.031255,ok
北京市海淀区西三旗街道龙岗社区卫生服务站,北京市海淀区西三旗街道龙岗路3号,100085,110108,海淀区,国有全资,非营利性医疗机构,165,北京市海淀区西三旗街道龙岗路3号,116.34378,40.028606,ok
北京市海淀区西三旗街道卫生学校社区卫生服务站,北京市海淀区清河永泰庄北路27号,100192,110108,海淀区,集体全资,非营利性医疗机构,166,北京市海淀区清河永泰庄北路27号,116.345587,40.035004,ok
北京市海淀区西三旗街道新材社区卫生服务站（北京新材医院）,北京市海淀区德外西三旗东建材城西路39号,100096,110108,海淀区,国有全资,非营利性医疗机构,167,北京市海淀区德外西三旗东建材城西路39号,116.326445,40.046821,ok
北京市海淀区西三旗街道永泰社区卫生服务站,北京市海淀区清缘里中区1号楼底商,100085,110108,海淀区,国有全资,非营利性医疗机构,168,北京市海淀区清缘里中区1号楼底商,116.351497,40.028647,ok
北京市海淀区西三旗社区卫生服务中心,北京市海淀区宝盛里32号楼,100192,110108,海淀区,国有全资,非营利性医疗机构,169,北京市海淀区宝盛里32号楼,116.36142,40.031414,ok
北京市海淀区香山街道香山社区卫生服务站,北京市海淀区香山北辛村25号,100093,110108,海淀区,国有全资,非营利性医疗机构,170,北京市海淀区香山北辛村25号,116.19729,39.993103,ok
北京市海淀区香山社区卫生服务中心,北京市海淀区香山路甲1号2区,100093,110108,海淀区,国有全资,非营利性医疗机构,171,北京市海淀区香山路甲1号2区,116.22863,39.997768,ok
北京市海淀区学院路街道城建第四社区卫生服务站,北京市海淀区王庄路27号,100083,110108,海淀区,国有全资,非营利性医疗机构,172,北京市海淀区王庄路27号,116.332802,39.994982,ok
北京市海淀区学院路街道大华无线电仪器厂社区卫生服务站,北京市海淀区学院路14号,100083,110108,海淀区,国有全资,非营利性医疗机构,173,北京市海淀区学院路14号,116.345457,40.002124,ok
北京市海淀区学院路街道东王庄社区卫生服务站,东王庄小区8号楼一层,100083,110108,海淀区,国有全资,非营利性医疗机构,174,北京市东王庄小区8号楼一层,116.340481,39.99833,ok
北京市海淀区学院路街道二里庄社区卫生服务站,北京市海淀区二里庄5号楼一层,100083,110108,海淀区,其他,非营利性医疗机构,175,北京市海淀区二里庄5号楼一层,116.360569,39.996773,ok
北京市海淀区学院路街道建清园社区卫生服务站,北京市海淀区学院路建清园小区3号楼、北京市海淀区双泉堡125号院2号楼1号,100085,110108,海淀区,集体全资,非营利性医疗机构,176,北京市海淀区学院路建清园小区3号楼、北京市海淀区双泉堡125号院2号楼1号,116.351406,40.013473,ok
北京市海淀区学院路街道军休社区卫生服务站,海淀区二里庄15号,100083,110108,海淀区,国有全资,非营利性医疗机构,177,北京市海淀区二里庄15号,116.361673,39.993972,ok
北京市海淀区学院路街道林大北路社区卫生服务站,北京市海淀区林北路9号院白楼（原768粮店）,100039,110108,海淀区,国有全资,非营利性医疗机构,178,北京市海淀区林北路9号院白楼（原768粮店）,116.298281,39.938206,ok
北京市海淀区学院路街道信息产业部电子第六研究所社区卫生服务站,北京市海淀区学院路16号1号楼,100083,110108,海淀区,国有全资,非营利性医疗机构,179,北京市海淀区学院路16号1号楼,116.347847,39.997605,ok
北京市海淀区学院路街道志新村社区卫生服务站,北京市海淀区志新村小区8号楼,100039,110108,海淀区,国有全资,非营利性医疗机构,180,北京市海淀区志新村小区8号楼,116.360996,39.989599,ok
北京市海淀区学院路社区卫生服务中心,海淀区北四环中路279号展春园小区30号楼,100083,110108,海淀区,国有全资,非营利性医疗机构,181,北京市海淀区北四环中路279号展春园小区30号楼,116.337335,39.987023,ok
北京市海淀区燕园街道承泽园社区卫生服务站,北京市海淀区万泉河路承泽园1号,,110108,海淀区,国有全资,非营利性医疗机构,182,北京市海淀区万泉河路承泽园1号,116.293619,39.985782,ok
北京市海淀区羊坊店街道北蜂窝社区卫生服务站,北京市海淀区羊坊店柳林馆南里14-4-2,100038,110108,海淀区,国有全资,非营利性医疗机构,183,北京市海淀区羊坊店柳林馆南里14-4-2,116.304741,39.909965,ok
北京市海淀区羊坊店街道翠微路社区卫生服务站,北京市海淀区翠微路18号办公楼一层翠微路社区卫生服务站,100036,110108,海淀区,国有全资,非营利性医疗机构,184,北京市海淀区翠微路18号办公楼一层翠微路社区卫生服务站,116.296543,39.908946,ok
北京市海淀区羊坊店街道黄亭子社区卫生服务站,北京市海淀区羊坊店路甲2号,100038,110108,海淀区,国有全资,非营利性医疗机构,185,北京市海淀区羊坊店路甲2号,116.315793,39.901551,ok
北京市海淀区羊坊店街道会城门社区卫生服务站,北京市海淀区复兴路4号院5号楼1层西侧,100038,110108,海淀区,集体全资,非营利性医疗机构,186,北京市海淀区复兴路4号院5号楼1层西侧,116.325292,39.903067,ok
北京市海淀区羊坊店街道莲花小区社区卫生服务站,北京市海淀区莲花小区2号楼3门设备层耳房,100036,110108,海淀区,国有全资,非营利性医疗机构,187,北京市海淀区莲花小区2号楼3门设备层耳房,116.297175,39.89505,ok
北京市海淀区羊坊店街道茂林社区卫生服务站,北京市海淀区木樨地茂林小区7号楼北一层,100036,110108,海淀区,集体全资,非营利性医疗机构,188,北京市海淀区木樨地茂林小区7号楼北一层,116.325278,39.906675,ok
北京市海淀区羊坊店街道水科院社区卫生服务站,北京市海淀区复兴路甲1号院,100044,110108,海淀区,国有全资,非营利性医疗机构,189,北京市海淀区复兴路甲1号院,116.32464,39.908744,ok
北京市海淀区羊坊店街道吴家村社区卫生服务站,海淀区吴家村10号院,100073,110108,海淀区,国有全资,非营利性医疗机构,190,北京市海淀区吴家村10号院,116.291237,39.887751,ok
北京市海淀区羊坊店街道颐源居社区卫生服务站,北京市海淀区翠微路4号院颐源居小区6号楼一层、5号楼一层,100036,110108,海淀区,国有全资,非营利性医疗机构,191,北京市海淀区翠微路4号院颐源居小区6号楼一层、5号楼一层,116.29851,39.915087,ok
北京市海淀区羊坊店社区卫生服务中心(北京市海淀区北蜂窝医院),北京市海淀区北蜂窝路中段西侧,100038,110108,海淀区,国有全资,非营利性医疗机构,192,北京市海淀区北蜂窝路中段西侧,116.322772,39.900575,ok
北京市海淀区永定路街道八街坊社区卫生服务站,海淀区金沟河路5号826楼前,100039,110108,海淀区,国有全资,非营利性医疗机构,193,北京市海淀区金沟河路5号826楼前,116.261226,39.917621,ok
北京市海淀区永定路街道九街坊社区卫生服务站,海淀区金沟河路2号916楼,100039,110108,海淀区,国有全资,非营利性医疗机构,194,北京市海淀区金沟河路2号916楼,116.267126,39.913831,ok
北京市海淀区永定路街道六街坊社区卫生服务站,海淀区复兴路79号627综合服务楼,100039,110108,海淀区,国有全资,非营利性医疗机构,195,北京市海淀区复兴路79号627综合服务楼,116.2639,39.907054,ok
北京市海淀区永定路街道四街坊社区卫生服务站,永定路52号一区,100039,110108,海淀区,国有全资,非营利性医疗机构,196,北京市永定路52号一区,116.258889,39.91142,ok
北京市海淀区永定路社区卫生服务中心,海淀区永定路57号213楼,100039,110108,海淀区,国有全资,非营利性医疗机构,197,北京市海淀区永定路57号213楼,116.255791,39.910459,ok
北京市海淀区玉渊潭社区卫生服务中心(北京市海淀区玉渊潭医院),北京市海淀区阜成路85号,100142,110108,海淀区,国有全资,非营利性医疗机构,198,北京市海淀区阜成路85号,116.286445,39.924261,ok
北京市海淀区中关村街道保福寺社区卫生服务站,中关村南二条甲334楼101,100190,110108,海淀区,国有全资,非营利性医疗机构,199,北京市中关村南二条甲334楼101,116.32788,39.981575,ok
北京市海淀区中关村街道华清园社区卫生服务站,北京市海淀区东升园公寓10号楼5南侧,100083,110108,海淀区,国有全资,非营利性医疗机构,200,北京市海淀区东升园公寓10号楼5南侧,116.329858,39.988019,ok
北京市海淀区中关村街道科学园南里社区卫生服务站,科学园南里东街6-5,100101,110108,海淀区,国有全资,非营利性医疗机构,201,北京市科学园南里东街6-5,116.377434,39.996219,ok
北京市海淀区中关村街道青云北区社区卫生服务站,北京市海淀区青云北宿舍区,100086,110108,海淀区,国有全资,非营利性医疗机构,202,北京市海淀区青云北宿舍区,116.325326,39.973398,ok
北京市海淀区中关村街道水清木华园社区卫生服务站,北京市海淀区中关村北二街水清木华园1-107,100080,110108,海淀区,国有全资,非营利性医疗机构,203,北京市海淀区中关村北二街水清木华园1-107,116.321802,39.986768,ok
北京市海淀区中关村街道知春东里社区卫生服务站,海淀区双榆树知春东里9号楼,100086,110108,海淀区,集体全资,非营利性医疗机构,204,北京市海淀区双榆树知春东里9号楼,116.32043,39.974598,ok
北京市海淀区紫竹院街道厂洼社区卫生服务站,海淀区紫竹院街道社区卫生服务中心一层,100081,110108,海淀区,国有全资,非营利性医疗机构,205,北京市海淀区紫竹院街道社区卫生服务中心一层,116.339244,39.971052,ok
北京市海淀区紫竹院街道车道沟南里社区卫生服务站,北京市海淀区车道沟南里20号楼地下一层,100089,110108,海淀区,国有全资,非营利性医疗机构,206,北京市海淀区车道沟南里20号楼地下一层,116.291393,39.939807,ok
北京市海淀区紫竹院街道航天工业机关北区社区卫生服务站,北京市海淀区紫竹院14号院西侧平房,100048,110108,海淀区,国有全资,非营利性医疗机构,207,北京市海淀区紫竹院14号院西侧平房,116.308291,40.027809,ok
北京市海淀区紫竹院街道青年政治学院社区卫生服务站,西三环北路25号,100089,110108,海淀区,国有全资,非营利性医疗机构,208,北京市西三环北路25号,116.302172,39.949217,ok
北京市海淀区紫竹院街道魏公村社区卫生服务站,魏公村小区19号楼西侧平房,100081,110108,海淀区,国有全资,非营利性医疗机构,209,北京市魏公村小区19号楼西侧平房,116.310933,39.951732,ok
北京体育大学社区卫生服务中心（北京体育大学医院）,北京海淀中关村北大街（圆明园东路）,100084,110108,海淀区,国有全资,非营利性医疗机构,210,北京市北京海淀中关村北大街（圆明园东路）,116.314492,40.02078,ok
北京外国语大学社区卫生服务中心（北京外国语大学医院）,北京市海淀区西三环北路19号7号楼,100089,110108,海淀区,国有全资,非营利性医疗机构,211,北京市海淀区西三环北路19号7号楼,116.301268,39.95406,ok
北京邮电大学社区卫生服务中心（北京邮电大学医院）,北京海淀区西土城路10号,100876,110108,海淀区,国有全资,非营利性医疗机构,212,北京市北京海淀区西土城路10号,116.351734,39.960729,ok
北京语言大学社区卫生服务中心,北京海淀区学院路15号,100083,110108,海淀区,国有全资,非营利性医疗机构,213,北京市北京海淀区学院路15号,116.350306,39.997814,ok
兵器工业北京北方医院紫竹院社区卫生服务中心,北京市海淀区车道沟10号西院,100089,110108,海淀区,集体全资,非营利性医疗机构,214,北京市海淀区车道沟10号西院,116.293553,39.946897,ok
清华大学社区卫生服务中心,北京市海淀区清华园1号清华大学医院三层及一层、二层部分房间,100039,110108,海淀区,集体全资,非营利性医疗机构,215,北京市海淀区清华园1号清华大学医院三层及一层、二层部分房间,116.320793,40.0019,ok
首都师范大学社区卫生服务中心（首都师范大学校医院）,海淀区西三环北路105号,100048,110108,海淀区,国有全资,非营利性医疗机构,216,北京市海淀区西三环北路105号,116.303102,39.927386,ok
中国地质大学（北京）社区卫生服务中心,海淀区学院路29号,100083,110108,海淀区,国有全资,非营利性医疗机构,217,北京市海淀区学院路29号,116.342688,39.989971,ok
中国矿业大学(北京)社区卫生服务站,北京市海淀区学院路丁11号,100083,110108,海淀区,国有全资,非营利性医疗机构,218,北京市海淀区学院路丁11号,116.342183,39.996189,ok
中国农业大学东区社区卫生服务中心（中国农业大学东区医院）,北京市海淀区清华东路17号,100083,110108,海淀区,国有全资,非营利性医疗机构,219,北京市海淀区清华东路17号,116.350795,40.00322,ok
中国农业大学西区社区卫生服务中心（中国农业大学西区医院）,北京市海淀区圆明园西路2号,100094,110108,海淀区,国有全资,非营利性医疗机构,220,北京市海淀区圆明园西路2号,116.276677,40.024778,ok
中国人民大学社区卫生服务中心（中国人民大学医院）,北京市海淀区中关村大街59号,100872,110108,海淀区,国有全资,非营利性医疗机构,221,北京市海淀区中关村大街59号,116.306396,39.96974,ok
中央民族大学社区卫生服务中心,北京市海淀区中关村南大街27号,100081,110108,海淀区,国有全资,非营利性医疗机构,222,北京市海淀区中关村南大街27号,116.313558,39.949391,ok
