机构名称,地址,邮政编码,区县代码,区县名称,经济类型名称,机构管理名称
北京市海淀区羊坊店街道茂林社区卫生服务站,北京市海淀区木樨地茂林小区7号楼北一层,100036,110108,海淀区,集体全资,非营利性医疗机构
北京市海淀区羊坊店街道水科院社区卫生服务站,北京市海淀区复兴路甲1号院,100044,110108,海淀区,国有全资,非营利性医疗机构
北京市海淀区羊坊店街道吴家村社区卫生服务站,海淀区吴家村10号院,100073,110108,海淀区,国有全资,非营利性医疗机构
北京市海淀区羊坊店街道颐源居社区卫生服务站,北京市海淀区翠微路4号院颐源居小区6号楼一层、5号楼一层,100036,110108,海淀区,国有全资,非营利性医疗机构
北京市海淀区羊坊店社区卫生服务中心(北京市海淀区北蜂窝医院),北京市海淀区北蜂窝路中段西侧,100038,110108,海淀区,国有全资,非营利性医疗机构
北京市海淀区永定路街道八街坊社区卫生服务站,海淀区金沟河路5号826楼前,100039,110108,海淀区,国有全资,非营利性医疗机构
北京市海淀区永定路街道九街坊社区卫生服务站,海淀区金沟河路2号916楼,100039,110108,海淀区,国有全资,非营利性医疗机构
北京市海淀区永定路街道六街坊社区卫生服务站,海淀区复兴路79号627综合服务楼,100039,110108,海淀区,国有全资,非营利性医疗机构
北京市海淀区永定路街道四街坊社区卫生服务站,永定路52号一区,100039,110108,海淀区,国有全资,非营利性医疗机构
北京市海淀区永定路社区卫生服务中心,海淀区永定路57号213楼,100039,110108,海淀区,国有全资,非营利性医疗机构
北京市海淀区玉渊潭社区卫生服务中心(北京市海淀区玉渊潭医院),北京市海淀区阜成路85号,100142,110108,海淀区,国有全资,非营利性医疗机构
北京市海淀区中关村街道保福寺社区卫生服务站,中关村南二条甲334楼101,100190,110108,海淀区,国有全资,非营利性医疗机构
北京市海淀区中关村街道华清园社区卫生服务站,北京市海淀区东升园公寓10号楼5南侧,100083,110108,海淀区,国有全资,非营利性医疗机构
北京市海淀区中关村街道科学园南里社区卫生服务站,科学园南里东街6-5,100101,110108,海淀区,国有全资,非营利性医疗机构
北京市海淀区中关村街道青云北区社区卫生服务站,北京市海淀区青云北宿舍区,100086,110108,海淀区,国有全资,非营利性医疗机构
北京市海淀区中关村街道水清木华园社区卫生服务站,北京市海淀区中关村北二街水清木华园1-107,100080,110108,海淀区,国有全资,非营利性医疗机构
北京市海淀区中关村街道知春东里社区卫生服务站,海淀区双榆树知春东里9号楼,100086,110108,海淀区,集体全资,非营利性医疗机构
北京市海淀区紫竹院街道厂洼社区卫生服务站,海淀区紫竹院街道社区卫生服务中心一层,100081,110108,海淀区,国有全资,非营利性医疗机构
北京市海淀区紫竹院街道车道沟南里社区卫生服务站,北京市海淀区车道沟南里20号楼地下一层,100089,110108,海淀区,国有全资,非营利性医疗机构
北京市海淀区紫竹院街道航天工业机关北区社区卫生服务站,北京市海淀区紫竹院14号院西侧平房,100048,110108,海淀区,国有全资,非营利性医疗机构
北京市海淀区紫竹院街道青年政治学院社区卫生服务站,西三环北路25号,100089,110108,海淀区,国有全资,非营利性医疗机构
北京市海淀区紫竹院街道魏公村社区卫生服务站,魏公村小区19号楼西侧平房,100081,110108,海淀区,国有全资,非营利性医疗机构
北京体育大学社区卫生服务中心（北京体育大学医院）,北京海淀中关村北大街（圆明园东路）,100084,110108,海淀区,国有全资,非营利性医疗机构
北京外国语大学社区卫生服务中心（北京外国语大学医院）,北京市海淀区西三环北路19号7号楼,100089,110108,海淀区,国有全资,非营利性医疗机构
北京邮电大学社区卫生服务中心（北京邮电大学医院）,北京海淀区西土城路10号,100876,110108,海淀区,国有全资,非营利性医疗机构
北京语言大学社区卫生服务中心,北京海淀区学院路15号,100083,110108,海淀区,国有全资,非营利性医疗机构
兵器工业北京北方医院紫竹院社区卫生服务中心,北京市海淀区车道沟10号西院,100089,110108,海淀区,集体全资,非营利性医疗机构
清华大学社区卫生服务中心,北京市海淀区清华园1号清华大学医院三层及一层、二层部分房间,100039,110108,海淀区,集体全资,非营利性医疗机构
首都师范大学社区卫生服务中心（首都师范大学校医院）,海淀区西三环北路105号,100048,110108,海淀区,国有全资,非营利性医疗机构
中国地质大学（北京）社区卫生服务中心,海淀区学院路29号,100083,110108,海淀区,国有全资,非营利性医疗机构
中国矿业大学(北京)社区卫生服务站,北京市海淀区学院路丁11号,100083,110108,海淀区,国有全资,非营利性医疗机构
中国农业大学东区社区卫生服务中心（中国农业大学东区医院）,北京市海淀区清华东路17号,100083,110108,海淀区,国有全资,非营利性医疗机构
中国农业大学西区社区卫生服务中心（中国农业大学西区医院）,北京市海淀区圆明园西路2号,100094,110108,海淀区,国有全资,非营利性医疗机构
中国人民大学社区卫生服务中心（中国人民大学医院）,北京市海淀区中关村大街59号,100872,110108,海淀区,国有全资,非营利性医疗机构
中央民族大学社区卫生服务中心,北京市海淀区中关村南大街27号,100081,110108,海淀区,国有全资,非营利性医疗机构
